GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,latitude,longitude,system:time_start,Version,PLOT_ID,LAIe_Miller_up,LAIe_Miller_up_err,LAI_Miller_up,LAI_Miller_up_err,clumping_Miller_up,clumping_Miller_up_err,LAIe_Warren_up,LAIe_Warren_up_err,LAI_Warren_up,LAI_Warren_up_err,clumping_Warren_up,clumping_Warren_up_err,LAIe_Miller_down,LAIe_Miller_down_err,LAI_Miller_down,LAI_Miller_down_err,clumping_Miller_down,clumping_Miller_down_err,LAIe_Warren_down,LAIe_Warren_down_err,LAI_Warren_down,LAI_Warren_down_err,clumping_Warren_down,clumping_Warren_down_err,up_flag,down_flag
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1559109780000.0,2.0,BART_041,2.95,0.09,4.07,0.12,0.725,0.030,2.93,0.12,4.05,0.15,0.72,0.04,0.240,0.021,0.287,0.028,0.84,0.11,0.207,0.028,0.25,0.06,0.83,0.22,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1560185400000.0,2.0,BART_041,4.18,0.12,5.71,0.15,0.732,0.028,3.21,0.14,4.32,0.16,0.74,0.04,0.38,0.04,0.52,0.06,0.72,0.12,0.33,0.07,0.50,0.15,0.65,0.24,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1561401840000.0,2.0,BART_041,3.98,0.12,5.56,0.15,0.717,0.029,3.18,0.17,4.42,0.19,0.72,0.05,0.90,0.04,1.07,0.07,0.84,0.07,0.67,0.06,0.84,0.14,0.80,0.15,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1562615400000.0,2.0,BART_041,3.76,0.11,5.16,0.14,0.728,0.029,3.04,0.13,4.03,0.16,0.75,0.04,0.56,0.04,0.69,0.05,0.81,0.08,0.46,0.06,0.56,0.09,0.82,0.17,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1563805080000.0,2.0,BART_041,4.47,0.12,6.18,0.16,0.722,0.028,3.80,0.19,5.10,0.23,0.75,0.05,0.244,0.027,0.30,0.04,0.81,0.13,0.24,0.05,0.33,0.08,0.72,0.23,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1565023020000.0,2.0,BART_041,4.40,0.13,6.02,0.16,0.731,0.029,3.50,0.17,4.64,0.17,0.75,0.05,0.91,0.07,1.14,0.09,0.80,0.08,0.70,0.09,0.88,0.14,0.80,0.17,0,8
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1566234720000.0,2.0,BART_041,4.35,0.13,5.99,0.16,0.726,0.029,3.40,0.16,4.64,0.21,0.73,0.05,0.239,0.029,0.31,0.04,0.78,0.14,0.21,0.04,0.28,0.08,0.74,0.27,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1567533480000.0,2.0,BART_041,4.41,0.12,5.88,0.15,0.750,0.028,3.27,0.17,4.35,0.17,0.75,0.05,0.51,0.04,0.60,0.05,0.85,0.10,0.42,0.06,0.51,0.10,0.83,0.20,0,2
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1568652060000.0,2.0,BART_041,4.14,0.12,5.74,0.16,0.721,0.029,3.50,0.21,4.95,0.20,0.71,0.05,0.472,0.032,0.55,0.04,0.86,0.09,0.42,0.05,0.46,0.05,0.91,0.15,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1569856140000.0,2.0,BART_041,4.06,0.12,5.45,0.15,0.745,0.029,3.34,0.16,4.40,0.18,0.76,0.05,0.172,0.019,0.222,0.027,0.77,0.13,0.149,0.028,0.17,0.04,0.86,0.24,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1571071740000.0,2.0,BART_041,3.48,0.10,5.06,0.16,0.687,0.029,3.07,0.19,4.52,0.18,0.68,0.05,0.109,0.016,0.140,0.023,0.78,0.17,0.082,0.021,0.12,0.05,0.7,0.4,0,0
GBOV_RM7_1163,GuanicaForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,143,Evergreen Broadleaf,17.9695491790771,-66.8686981201172,1525824000000.0,2.0,GUAN_001,1.83,0.08,2.72,0.11,0.67,0.04,1.89,0.15,2.97,0.21,0.63,0.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999
GBOV_RM7_1328,SmithsonianConservationBiologyInstitute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Deciduous Broadleaf,38.8929214477539,-78.1395034790039,1501459200000.0,2.0,SCBI_012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.16,0.07,2.39,0.09,0.90,0.04,1.28,0.08,1.40,0.09,0.92,0.08,-999,0
GBOV_RM7_1479,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1461738900000.0,2.0,DELA_011,4.53,0.12,6.09,0.16,0.743,0.028,3.52,0.15,4.87,0.17,0.72,0.04,1.02,0.04,1.09,0.04,0.93,0.05,0.78,0.05,0.82,0.05,0.95,0.09,0,0
GBOV_RM7_1479,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1556601720000.0,2.0,DELA_011,4.98,0.12,6.58,0.16,0.757,0.026,3.83,0.16,5.03,0.17,0.76,0.04,1.11,0.05,1.22,0.06,0.91,0.06,0.84,0.08,0.95,0.09,0.89,0.11,0,0
GBOV_RM7_726,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1438819200000.0,2.0,ORNL_029,3.38,0.15,5.15,0.17,0.66,0.04,2.90,0.18,4.52,0.22,0.64,0.05,0.561,0.035,0.72,0.06,0.78,0.08,0.47,0.06,0.68,0.13,0.69,0.16,1,9
GBOV_RM7_726,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1496102400000.0,2.0,ORNL_029,3.42,0.12,5.06,0.15,0.677,0.031,3.10,0.18,4.83,0.18,0.64,0.04,0.84,0.04,1.01,0.05,0.83,0.06,0.70,0.05,0.80,0.05,0.87,0.08,0,0
GBOV_RM7_1388,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1469601900000.0,2.0,SERC_019,4.21,0.13,6.15,0.17,0.684,0.028,3.29,0.23,5.23,0.22,0.63,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64,64
GBOV_RM7_1722,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1471375440000.0,2.0,STEI_008,4.13,0.13,6.00,0.17,0.689,0.029,3.96,0.29,5.88,0.29,0.67,0.06,0.309,0.021,0.331,0.023,0.94,0.09,0.258,0.028,0.275,0.032,0.94,0.15,0,0
GBOV_RM7_1127,DisneyWildernessPreserve,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Woody Savannas,28.1250400543213,-81.43625,1506470400000.0,2.0,DSNY_003,0.143,0.015,0.206,0.023,0.69,0.11,0.123,0.019,0.22,0.05,0.57,0.16,0.67,0.05,0.90,0.08,0.75,0.09,0.54,0.07,0.71,0.10,0.76,0.14,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1494566280000.0,2.0,DELA_051,3.52,0.10,4.85,0.13,0.726,0.028,3.04,0.13,4.13,0.17,0.74,0.04,0.102,0.014,0.126,0.020,0.82,0.17,0.080,0.027,0.15,0.08,0.54,0.34,1,1
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1495516740000.0,2.0,DELA_051,4.09,0.11,5.60,0.15,0.730,0.027,3.90,0.21,5.38,0.20,0.72,0.05,0.130,0.017,0.160,0.022,0.81,0.15,0.095,0.030,0.12,0.05,0.8,0.4,1,1
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1496727780000.0,2.0,DELA_051,2.71,0.08,3.59,0.11,0.756,0.032,2.24,0.11,3.15,0.15,0.71,0.05,0.147,0.019,0.190,0.028,0.78,0.15,0.132,0.033,0.22,0.08,0.60,0.27,1,1
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1499321340000.0,2.0,DELA_051,3.65,0.10,4.87,0.13,0.748,0.029,3.05,0.16,4.01,0.21,0.76,0.05,0.802,0.021,0.815,0.022,0.98,0.04,0.574,0.029,0.585,0.032,0.98,0.07,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1500445260000.0,2.0,DELA_051,3.68,0.10,4.81,0.13,0.766,0.029,2.96,0.13,3.94,0.15,0.75,0.04,0.227,0.015,0.241,0.017,0.94,0.09,0.211,0.023,0.223,0.027,0.94,0.15,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1501568640000.0,2.0,DELA_051,3.64,0.10,4.75,0.13,0.766,0.030,2.93,0.11,3.85,0.16,0.76,0.04,0.507,0.019,0.532,0.023,0.95,0.05,0.385,0.022,0.397,0.023,0.97,0.08,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1502864760000.0,2.0,DELA_051,3.47,0.10,4.57,0.13,0.761,0.030,2.96,0.16,3.94,0.20,0.75,0.06,0.192,0.014,0.213,0.018,0.90,0.10,0.194,0.027,0.22,0.04,0.88,0.20,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1504157880000.0,2.0,DELA_051,3.43,0.09,4.53,0.12,0.758,0.029,2.86,0.12,3.88,0.15,0.74,0.04,0.555,0.020,0.574,0.021,0.97,0.05,0.421,0.025,0.434,0.027,0.97,0.08,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1505285940000.0,2.0,DELA_051,3.22,0.09,4.22,0.12,0.763,0.030,2.82,0.13,3.80,0.16,0.74,0.05,0.162,0.011,0.174,0.012,0.93,0.09,0.159,0.015,0.165,0.016,0.96,0.13,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1506323340000.0,2.0,DELA_051,2.89,0.08,3.87,0.11,0.747,0.030,2.48,0.11,3.31,0.14,0.75,0.04,0.066,0.005,0.070,0.006,0.94,0.11,0.058,0.005,0.059,0.005,0.98,0.11,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1507618920000.0,2.0,DELA_051,2.41,0.07,3.22,0.09,0.750,0.031,2.16,0.10,3.06,0.15,0.71,0.05,0.0496,0.0035,0.052,0.004,0.96,0.10,0.042,0.006,0.043,0.007,0.97,0.20,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1508824920000.0,2.0,DELA_051,2.57,0.07,3.53,0.11,0.728,0.030,2.19,0.08,2.98,0.13,0.74,0.04,0.061,0.004,0.065,0.005,0.94,0.10,0.058,0.009,0.062,0.009,0.95,0.20,1,1
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1521007680000.0,2.0,DELA_051,0.471,0.015,0.527,0.018,0.89,0.04,0.422,0.020,0.476,0.025,0.88,0.06,0.0098,0.0013,0.0099,0.0013,0.99,0.18,0.0224,0.0035,0.023,0.004,0.99,0.22,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1522130820000.0,2.0,DELA_051,0.700,0.026,0.840,0.032,0.83,0.04,0.91,0.04,1.18,0.09,0.77,0.07,0.0159,0.0010,0.0160,0.0010,0.99,0.09,0.0292,0.0033,0.0295,0.0034,0.99,0.16,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1523425020000.0,2.0,DELA_051,2.37,0.07,3.39,0.11,0.699,0.031,2.11,0.09,2.81,0.13,0.75,0.05,0.251,0.013,0.259,0.014,0.97,0.07,0.228,0.015,0.234,0.016,0.97,0.09,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1525929240000.0,2.0,DELA_051,3.84,0.10,5.25,0.14,0.732,0.028,3.19,0.13,4.41,0.18,0.72,0.04,0.032,0.004,0.035,0.005,0.92,0.18,0.025,0.006,0.026,0.006,0.96,0.32,1,1
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1527051300000.0,2.0,DELA_051,4.10,0.11,5.54,0.14,0.739,0.028,3.40,0.13,4.48,0.17,0.76,0.04,0.540,0.022,0.565,0.026,0.96,0.06,0.415,0.030,0.431,0.034,0.96,0.10,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1528174440000.0,2.0,DELA_051,4.16,0.11,5.62,0.15,0.740,0.028,3.62,0.19,4.83,0.19,0.75,0.05,0.227,0.016,0.251,0.021,0.90,0.10,0.209,0.025,0.222,0.028,0.94,0.16,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1529383740000.0,2.0,DELA_051,4.06,0.11,5.57,0.15,0.729,0.027,3.45,0.19,4.86,0.23,0.71,0.05,0.378,0.019,0.405,0.024,0.93,0.07,0.325,0.028,0.344,0.032,0.94,0.12,64,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1530593460000.0,2.0,DELA_051,3.37,0.10,4.60,0.13,0.733,0.030,3.24,0.15,4.43,0.19,0.73,0.05,0.288,0.018,0.317,0.024,0.91,0.09,0.252,0.025,0.269,0.030,0.94,0.14,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1531890300000.0,2.0,DELA_051,3.63,0.10,5.04,0.13,0.721,0.027,3.17,0.14,4.38,0.19,0.72,0.04,0.156,0.013,0.174,0.015,0.90,0.11,0.161,0.022,0.178,0.026,0.90,0.18,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1533101520000.0,2.0,DELA_051,3.50,0.10,4.65,0.13,0.752,0.029,3.30,0.15,4.49,0.20,0.73,0.05,0.182,0.013,0.200,0.016,0.91,0.10,0.186,0.020,0.204,0.026,0.91,0.15,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1534224420000.0,2.0,DELA_051,3.51,0.09,4.82,0.13,0.729,0.028,3.20,0.17,4.55,0.20,0.70,0.05,0.121,0.010,0.133,0.012,0.91,0.11,0.123,0.016,0.139,0.025,0.88,0.20,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1535433900000.0,2.0,DELA_051,3.41,0.09,4.67,0.12,0.730,0.028,2.92,0.13,3.96,0.16,0.74,0.04,0.443,0.025,0.471,0.031,0.94,0.08,0.36,0.04,0.39,0.06,0.93,0.18,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1536730500000.0,2.0,DELA_051,3.13,0.09,4.29,0.12,0.730,0.029,2.76,0.12,3.81,0.17,0.72,0.04,0.174,0.010,0.185,0.011,0.94,0.08,0.158,0.014,0.168,0.018,0.94,0.13,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1537854660000.0,2.0,DELA_051,2.88,0.09,3.96,0.11,0.726,0.030,2.83,0.14,3.90,0.17,0.73,0.05,0.151,0.011,0.163,0.013,0.93,0.10,0.131,0.017,0.139,0.020,0.94,0.18,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1539064680000.0,2.0,DELA_051,2.70,0.08,3.65,0.10,0.740,0.029,2.31,0.10,3.13,0.13,0.74,0.04,0.112,0.008,0.119,0.009,0.94,0.10,0.110,0.012,0.113,0.012,0.97,0.15,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1540275000000.0,2.0,DELA_051,2.50,0.07,3.34,0.09,0.750,0.029,2.39,0.10,3.24,0.15,0.74,0.05,0.050,0.004,0.052,0.005,0.95,0.12,0.046,0.007,0.055,0.018,0.84,0.30,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1552458420000.0,2.0,DELA_051,0.477,0.015,0.535,0.018,0.89,0.04,0.513,0.026,0.59,0.04,0.87,0.07,0.00286,0.00034,0.00287,0.00034,1.00,0.17,0.0062,0.0011,0.0062,0.0011,1.00,0.25,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1553581020000.0,2.0,DELA_051,0.949,0.031,1.19,0.04,0.80,0.04,1.18,0.05,1.49,0.07,0.79,0.05,0.0158,0.0010,0.0160,0.0010,0.99,0.09,0.0241,0.0021,0.0243,0.0022,0.99,0.13,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1554786960000.0,2.0,DELA_051,2.32,0.08,3.38,0.11,0.686,0.031,2.33,0.11,3.32,0.14,0.70,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1556172720000.0,2.0,DELA_051,3.75,0.11,5.20,0.14,0.720,0.029,3.31,0.15,4.39,0.19,0.75,0.05,0.074,0.007,0.076,0.007,0.97,0.13,0.099,0.013,0.102,0.014,0.97,0.19,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1557292620000.0,2.0,DELA_051,4.02,0.11,5.51,0.16,0.730,0.029,3.26,0.19,4.43,0.21,0.74,0.05,0.228,0.014,0.241,0.015,0.95,0.08,0.196,0.020,0.23,0.05,0.87,0.20,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1558501740000.0,2.0,DELA_051,4.03,0.11,5.51,0.14,0.732,0.028,3.21,0.16,4.41,0.19,0.73,0.05,0.284,0.015,0.299,0.017,0.95,0.07,0.264,0.023,0.285,0.035,0.93,0.14,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1559711160000.0,2.0,DELA_051,4.27,0.12,5.94,0.16,0.719,0.029,3.84,0.19,5.13,0.22,0.75,0.05,0.117,0.012,0.128,0.014,0.91,0.14,0.125,0.024,0.133,0.026,0.93,0.26,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1560834780000.0,2.0,DELA_051,4.25,0.12,5.69,0.15,0.747,0.029,3.90,0.17,5.12,0.18,0.76,0.04,0.155,0.016,0.180,0.022,0.86,0.14,0.140,0.022,0.152,0.026,0.92,0.22,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1562043900000.0,2.0,DELA_051,3.95,0.11,5.38,0.15,0.734,0.029,3.30,0.15,4.45,0.21,0.74,0.05,0.242,0.019,0.282,0.027,0.86,0.11,0.199,0.023,0.213,0.027,0.94,0.16,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1563340380000.0,2.0,DELA_051,4.01,0.11,5.53,0.15,0.724,0.028,3.43,0.13,4.40,0.17,0.78,0.04,0.285,0.017,0.308,0.020,0.93,0.08,0.222,0.021,0.230,0.023,0.96,0.13,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1564551060000.0,2.0,DELA_051,3.84,0.15,5.09,0.20,0.75,0.04,2.90,0.18,3.47,0.25,0.84,0.08,0.101,0.010,0.113,0.012,0.90,0.13,0.078,0.010,0.081,0.011,0.96,0.18,1,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1565847240000.0,2.0,DELA_051,3.88,0.10,5.18,0.14,0.750,0.028,3.22,0.13,4.22,0.20,0.76,0.05,0.136,0.007,0.139,0.007,0.97,0.07,0.145,0.011,0.148,0.012,0.98,0.11,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1567056840000.0,2.0,DELA_051,3.44,0.10,4.51,0.13,0.762,0.031,2.79,0.14,3.66,0.20,0.76,0.06,0.178,0.006,0.181,0.006,0.98,0.05,0.164,0.008,0.168,0.008,0.98,0.07,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1568180460000.0,2.0,DELA_051,3.17,0.09,4.26,0.12,0.744,0.029,2.83,0.11,3.76,0.17,0.75,0.05,0.0444,0.0022,0.0449,0.0023,0.99,0.07,0.064,0.005,0.065,0.006,0.99,0.12,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1569476520000.0,2.0,DELA_051,2.69,0.08,3.63,0.10,0.740,0.030,2.37,0.12,3.27,0.16,0.73,0.05,0.0913,0.0034,0.0921,0.0035,0.99,0.05,0.120,0.008,0.122,0.009,0.98,0.10,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1570600320000.0,2.0,DELA_051,2.05,0.06,2.80,0.09,0.734,0.032,1.87,0.10,2.73,0.18,0.69,0.06,0.0271,0.0015,0.0273,0.0015,0.99,0.08,0.044,0.004,0.044,0.004,0.99,0.13,0,0
GBOV_RM7_1455,DeadLake,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,22,Evergreen Broadleaf,32.54172,-87.80389,1571810280000.0,2.0,DELA_051,2.04,0.06,2.78,0.09,0.731,0.031,1.61,0.08,2.29,0.15,0.70,0.06,0.0618,0.0022,0.0622,0.0022,0.99,0.05,0.080,0.005,0.080,0.005,0.99,0.09,0,64
GBOV_RM7_1070,NorthSterling,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1364,Grasslands,40.461952,-103.02934,1499040000000.0,2.0,STER_035,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.51,0.04,0.60,0.04,0.84,0.09,0.46,0.05,0.53,0.07,0.86,0.15,-999,0
